odeur,couleur_spore,couleur_lamelles,meurtrissures,type_anneau,population,habitat,classe
amande,noir,blanc,oui,pendant,disperse,herbes,comestible
amande,marron,noir,oui,pendant,nombreux,prairies,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
amande,marron,rose,oui,pendant,disperse,herbes,comestible
amande,marron,marron,oui,pendant,disperse,herbes,comestible
anis,noir,blanc,oui,pendant,nombreux,prairies,comestible
amande,marron,blanc,oui,pendant,nombreux,herbes,comestible
amande,noir,gris,oui,pendant,nombreux,herbes,comestible
anis,noir,gris,oui,pendant,nombreux,prairies,comestible
amande,noir,blanc,oui,pendant,disperse,prairies,comestible
amande,marron,blanc,oui,pendant,disperse,herbes,comestible
piquant,marron,marron,oui,pendant,plusieurs,herbes,toxique
aucun,marron,rose,non,evanescent,disperse,herbes,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
amande,marron,marron,oui,pendant,plusieurs,forets,comestible
aucun,marron,rose,non,pendant,plusieurs,urbain,comestible
aucun,marron,noir,non,pendant,solitaire,urbain,comestible
amande,noir,noir,oui,pendant,disperse,herbes,comestible
aucun,marron,marron,non,pendant,plusieurs,urbain,comestible
aucun,marron,noir,non,pendant,plusieurs,urbain,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
anis,noir,marron,oui,pendant,solitaire,chemins,comestible
amande,noir,noir,oui,pendant,nombreux,herbes,comestible
anis,noir,noir,oui,pendant,disperse,herbes,comestible
amande,marron,noir,oui,pendant,nombreux,herbes,comestible
anis,noir,blanc,oui,pendant,nombreux,prairies,comestible
anis,noir,marron,oui,pendant,disperse,herbes,comestible
amande,marron,rose,oui,pendant,solitaire,chemins,comestible
piquant,marron,marron,oui,pendant,disperse,urbain,toxique
aucun,noir,marron,non,pendant,solitaire,urbain,comestible
anis,marron,blanc,oui,pendant,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,disperse,chemins,comestible
amande,marron,noir,oui,pendant,disperse,prairies,comestible
aucun,noir,noir,non,pendant,solitaire,urbain,comestible
amande,marron,blanc,oui,pendant,solitaire,chemins,comestible
amande,marron,marron,oui,pendant,solitaire,chemins,comestible
amande,noir,marron,oui,pendant,disperse,herbes,comestible
piquant,noir,marron,oui,pendant,disperse,herbes,toxique
anis,noir,blanc,oui,pendant,solitaire,chemins,comestible
piquant,noir,noir,oui,pendant,disperse,herbes,toxique
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
amande,noir,noir,oui,pendant,disperse,prairies,comestible
aucun,noir,rose,non,pendant,plusieurs,urbain,comestible
anis,marron,gris,oui,pendant,disperse,prairies,comestible
amande,noir,marron,oui,pendant,disperse,prairies,comestible
aucun,noir,rose,non,evanescent,disperse,herbes,comestible
piquant,marron,marron,oui,pendant,disperse,herbes,toxique
amande,noir,rose,oui,pendant,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,abondant,herbes,comestible
amande,noir,blanc,oui,pendant,disperse,prairies,comestible
anis,marron,gris,oui,pendant,disperse,prairies,comestible
aucun,marron,gris,non,pendant,plusieurs,urbain,comestible
amande,marron,gris,oui,pendant,nombreux,prairies,comestible
aucun,marron,marron,non,pendant,solitaire,urbain,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
anis,noir,rose,oui,pendant,disperse,chemins,comestible
anis,marron,rose,oui,pendant,plusieurs,forets,comestible
anis,noir,noir,oui,pendant,disperse,herbes,comestible
amande,noir,rose,oui,pendant,solitaire,chemins,comestible
piquant,noir,noir,oui,pendant,plusieurs,urbain,toxique
anis,noir,blanc,oui,pendant,nombreux,herbes,comestible
amande,marron,gris,oui,pendant,nombreux,prairies,comestible
amande,marron,gris,oui,pendant,disperse,herbes,comestible
aucun,noir,marron,non,evanescent,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,disperse,prairies,comestible
piquant,noir,blanc,oui,pendant,plusieurs,herbes,toxique
amande,marron,gris,oui,pendant,nombreux,herbes,comestible
aucun,noir,noir,non,evanescent,disperse,herbes,comestible
piquant,marron,marron,oui,pendant,disperse,herbes,toxique
amande,noir,blanc,oui,pendant,nombreux,prairies,comestible
amande,noir,noir,oui,pendant,nombreux,prairies,comestible
anis,marron,marron,oui,pendant,plusieurs,forets,comestible
amande,noir,noir,oui,pendant,nombreux,herbes,comestible
anis,noir,blanc,oui,pendant,nombreux,herbes,comestible
amande,marron,blanc,oui,pendant,solitaire,herbes,comestible
anis,marron,blanc,oui,pendant,disperse,herbes,comestible
aucun,marron,rose,non,pendant,plusieurs,urbain,comestible
anis,marron,marron,oui,pendant,disperse,herbes,comestible
anis,marron,blanc,oui,pendant,solitaire,herbes,comestible
piquant,marron,blanc,oui,pendant,disperse,herbes,toxique
amande,marron,gris,oui,pendant,nombreux,prairies,comestible
amande,marron,blanc,oui,pendant,disperse,prairies,comestible
anis,noir,noir,oui,pendant,nombreux,herbes,comestible
amande,marron,marron,oui,pendant,solitaire,herbes,comestible
amande,noir,blanc,oui,pendant,disperse,herbes,comestible
amande,marron,noir,oui,pendant,disperse,prairies,comestible
aucun,noir,gris,non,pendant,plusieurs,urbain,comestible
aucun,noir,marron,non,pendant,solitaire,urbain,comestible
aucun,noir,marron,non,pendant,plusieurs,urbain,comestible
amande,noir,marron,oui,pendant,nombreux,prairies,comestible
piquant,noir,noir,oui,pendant,disperse,urbain,toxique
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
anis,noir,gris,oui,pendant,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,herbes,toxique
amande,noir,gris,oui,pendant,nombreux,prairies,comestible
piquant,noir,rose,oui,pendant,plusieurs,urbain,toxique
anis,noir,marron,oui,pendant,nombreux,prairies,comestible
anis,noir,gris,oui,pendant,disperse,prairies,comestible
piquant,marron,rose,oui,pendant,disperse,herbes,toxique
piquant,noir,marron,oui,pendant,disperse,urbain,toxique
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
anis,marron,blanc,oui,pendant,solitaire,herbes,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
anis,marron,marron,oui,pendant,disperse,chemins,comestible
anis,noir,blanc,oui,pendant,disperse,prairies,comestible
amande,noir,marron,oui,pendant,nombreux,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
amande,noir,marron,oui,pendant,solitaire,herbes,comestible
anis,noir,blanc,oui,pendant,disperse,prairies,comestible
aucun,noir,marron,non,pendant,plusieurs,urbain,comestible
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,urbain,toxique
anis,noir,rose,oui,pendant,disperse,herbes,comestible
anis,noir,gris,oui,pendant,disperse,herbes,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
anis,noir,gris,oui,pendant,disperse,herbes,comestible
amande,marron,marron,oui,pendant,nombreux,prairies,comestible
aucun,marron,marron,non,pendant,solitaire,urbain,comestible
anis,noir,rose,oui,pendant,disperse,herbes,comestible
anis,marron,blanc,oui,pendant,nombreux,herbes,comestible
amande,noir,marron,oui,pendant,disperse,chemins,comestible
aucun,noir,rose,non,pendant,solitaire,urbain,comestible
anis,noir,gris,oui,pendant,disperse,prairies,comestible
aucun,noir,rose,non,pendant,solitaire,urbain,comestible
amande,marron,gris,oui,pendant,disperse,herbes,comestible
amande,noir,noir,oui,pendant,nombreux,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
amande,noir,noir,oui,pendant,nombreux,prairies,comestible
aucun,noir,marron,oui,pendant,plusieurs,forets,comestible
anis,noir,marron,oui,pendant,disperse,herbes,comestible
amande,marron,rose,oui,pendant,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,disperse,prairies,comestible
amande,noir,rose,oui,pendant,disperse,herbes,comestible
anis,noir,marron,oui,pendant,nombreux,prairies,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
amande,noir,gris,oui,pendant,disperse,prairies,comestible
anis,noir,blanc,oui,pendant,nombreux,prairies,comestible
amande,marron,marron,oui,pendant,solitaire,herbes,comestible
anis,noir,blanc,oui,pendant,disperse,chemins,comestible
amande,noir,blanc,oui,pendant,solitaire,herbes,comestible
anis,noir,marron,oui,pendant,disperse,chemins,comestible
amande,noir,gris,oui,pendant,disperse,prairies,comestible
anis,noir,noir,oui,pendant,nombreux,prairies,comestible
amande,noir,marron,oui,pendant,disperse,herbes,comestible
amande,noir,marron,oui,pendant,disperse,herbes,comestible
anis,marron,marron,oui,pendant,nombreux,prairies,comestible
amande,noir,blanc,oui,pendant,solitaire,herbes,comestible
piquant,noir,blanc,oui,pendant,disperse,herbes,toxique
piquant,noir,blanc,oui,pendant,plusieurs,urbain,toxique
anis,marron,gris,oui,pendant,disperse,herbes,comestible
aucun,marron,noir,non,evanescent,disperse,herbes,comestible
amande,noir,gris,oui,pendant,nombreux,herbes,comestible
anis,noir,blanc,oui,pendant,solitaire,chemins,comestible
aucun,marron,noir,non,pendant,solitaire,urbain,comestible
amande,noir,marron,oui,pendant,disperse,herbes,comestible
anis,noir,noir,oui,pendant,disperse,prairies,comestible
piquant,noir,marron,oui,pendant,disperse,herbes,toxique
piquant,marron,noir,oui,pendant,disperse,herbes,toxique
anis,marron,gris,oui,pendant,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,nombreux,prairies,comestible
amande,marron,blanc,oui,pendant,disperse,herbes,comestible
anis,marron,rose,oui,pendant,solitaire,herbes,comestible
anis,marron,marron,oui,pendant,solitaire,chemins,comestible
amande,marron,blanc,oui,pendant,nombreux,herbes,comestible
amande,noir,noir,oui,pendant,disperse,herbes,comestible
aucun,marron,rose,non,pendant,plusieurs,urbain,comestible
aucun,noir,rose,non,evanescent,abondant,herbes,comestible
anis,marron,blanc,oui,pendant,disperse,chemins,comestible
aucun,noir,gris,non,pendant,solitaire,urbain,comestible
aucun,marron,noir,non,pendant,plusieurs,urbain,comestible
anis,marron,marron,oui,pendant,solitaire,herbes,comestible
anis,marron,blanc,oui,pendant,solitaire,chemins,comestible
amande,noir,gris,oui,pendant,disperse,prairies,comestible
anis,marron,marron,oui,pendant,plusieurs,forets,comestible
amande,marron,marron,oui,pendant,nombreux,prairies,comestible
amande,noir,blanc,oui,pendant,nombreux,herbes,comestible
aucun,marron,rose,oui,pendant,plusieurs,forets,comestible
amande,noir,gris,oui,pendant,nombreux,prairies,comestible
aucun,noir,noir,non,pendant,plusieurs,urbain,comestible
amande,marron,marron,oui,pendant,disperse,prairies,comestible
anis,noir,blanc,oui,pendant,nombreux,prairies,comestible
amande,noir,noir,oui,pendant,disperse,herbes,comestible
amande,noir,blanc,oui,pendant,disperse,herbes,comestible
anis,noir,noir,oui,pendant,disperse,herbes,comestible
amande,marron,rose,oui,pendant,disperse,chemins,comestible
aucun,marron,noir,non,evanescent,abondant,herbes,comestible
piquant,marron,rose,oui,pendant,disperse,herbes,toxique
amande,marron,marron,oui,pendant,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,disperse,prairies,comestible
piquant,noir,blanc,oui,pendant,plusieurs,herbes,toxique
piquant,marron,rose,oui,pendant,plusieurs,urbain,toxique
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
piquant,noir,blanc,oui,pendant,disperse,herbes,toxique
aucun,marron,chocolat,non,evanescent,abondant,herbes,comestible
anis,noir,marron,oui,pendant,disperse,chemins,comestible
anis,noir,noir,oui,pendant,nombreux,prairies,comestible
anis,marron,rose,oui,pendant,disperse,chemins,comestible
anis,noir,rose,oui,pendant,solitaire,chemins,comestible
anis,noir,noir,oui,pendant,nombreux,prairies,comestible
aucun,noir,rose,non,pendant,solitaire,urbain,comestible
amande,marron,noir,oui,pendant,nombreux,prairies,comestible
amande,noir,gris,oui,pendant,nombreux,prairies,comestible
amande,noir,blanc,oui,pendant,disperse,chemins,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
anis,marron,blanc,oui,pendant,disperse,prairies,comestible
anis,marron,blanc,oui,pendant,nombreux,herbes,comestible
anis,noir,noir,oui,pendant,disperse,herbes,comestible
amande,marron,marron,oui,pendant,disperse,prairies,comestible
anis,marron,noir,oui,pendant,disperse,prairies,comestible
amande,noir,marron,oui,pendant,disperse,chemins,comestible
amande,marron,marron,oui,pendant,disperse,herbes,comestible
aucun,noir,gris,non,pendant,plusieurs,urbain,comestible
amande,marron,marron,oui,pendant,disperse,herbes,comestible
amande,noir,noir,oui,pendant,nombreux,herbes,comestible
anis,marron,blanc,oui,pendant,plusieurs,forets,comestible
aucun,marron,rose,non,evanescent,abondant,herbes,comestible
amande,noir,marron,oui,pendant,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,plusieurs,herbes,toxique
anis,marron,blanc,oui,pendant,nombreux,herbes,comestible
aucun,marron,chocolat,non,evanescent,disperse,herbes,comestible
amande,marron,marron,oui,pendant,disperse,prairies,comestible
anis,noir,blanc,oui,pendant,disperse,prairies,comestible
anis,noir,blanc,oui,pendant,solitaire,herbes,comestible
aucun,marron,marron,non,evanescent,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,herbes,toxique
piquant,noir,rose,oui,pendant,disperse,urbain,toxique
anis,noir,gris,oui,pendant,nombreux,herbes,comestible
amande,marron,blanc,oui,pendant,disperse,herbes,comestible
amande,marron,blanc,oui,pendant,plusieurs,forets,comestible
piquant,noir,blanc,oui,pendant,disperse,urbain,toxique
anis,noir,gris,oui,pendant,disperse,herbes,comestible
aucun,noir,rose,non,pendant,plusieurs,urbain,comestible
aucun,noir,rose,non,pendant,plusieurs,urbain,comestible
amande,noir,marron,oui,pendant,disperse,prairies,comestible
amande,noir,rose,oui,pendant,disperse,herbes,comestible
amande,marron,noir,oui,pendant,nombreux,prairies,comestible
anis,marron,marron,oui,pendant,disperse,chemins,comestible
anis,marron,marron,oui,pendant,nombreux,herbes,comestible
anis,marron,blanc,oui,pendant,disperse,herbes,comestible
amande,noir,blanc,oui,pendant,disperse,prairies,comestible
piquant,marron,blanc,oui,pendant,plusieurs,urbain,toxique
amande,marron,marron,oui,pendant,disperse,chemins,comestible
anis,marron,noir,oui,pendant,nombreux,herbes,comestible
anis,noir,blanc,oui,pendant,disperse,herbes,comestible
amande,marron,noir,oui,pendant,nombreux,prairies,comestible
amande,noir,marron,oui,pendant,nombreux,herbes,comestible
anis,marron,marron,oui,pendant,solitaire,herbes,comestible
aucun,marron,marron,non,evanescent,abondant,herbes,comestible
amande,marron,blanc,oui,pendant,nombreux,prairies,comestible
amande,noir,marron,oui,pendant,solitaire,chemins,comestible
anis,marron,gris,oui,pendant,nombreux,herbes,comestible
anis,noir,rose,oui,pendant,solitaire,herbes,comestible
anis,marron,gris,oui,pendant,nombreux,herbes,comestible
aucun,marron,gris,non,pendant,plusieurs,urbain,comestible
anis,noir,blanc,oui,pendant,disperse,chemins,comestible
aucun,noir,noir,non,evanescent,abondant,herbes,comestible
anis,marron,rose,oui,pendant,plusieurs,forets,comestible
aucun,marron,gris,non,pendant,solitaire,urbain,comestible
amande,marron,gris,oui,pendant,disperse,prairies,comestible
amande,noir,noir,oui,pendant,nombreux,prairies,comestible
amande,marron,blanc,oui,pendant,nombreux,herbes,comestible
anis,marron,noir,oui,pendant,disperse,prairies,comestible
amande,noir,noir,oui,pendant,nombreux,prairies,comestible
amande,marron,rose,oui,pendant,plusieurs,forets,comestible
aucun,noir,chocolat,non,evanescent,abondant,herbes,comestible
amande,marron,rose,oui,pendant,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,urbain,toxique
amande,marron,rose,oui,pendant,solitaire,herbes,comestible
anis,marron,marron,oui,pendant,nombreux,herbes,comestible
anis,marron,blanc,oui,pendant,nombreux,prairies,comestible
amande,noir,blanc,oui,pendant,disperse,prairies,comestible
aucun,noir,gris,non,pendant,solitaire,urbain,comestible
anis,noir,blanc,oui,pendant,disperse,prairies,comestible
anis,noir,marron,oui,pendant,disperse,prairies,comestible
amande,noir,blanc,oui,pendant,nombreux,herbes,comestible
piquant,noir,blanc,oui,pendant,plusieurs,herbes,toxique
aucun,noir,marron,non,pendant,plusieurs,urbain,comestible
anis,marron,blanc,oui,pendant,nombreux,herbes,comestible
piquant,marron,noir,oui,pendant,disperse,herbes,toxique
anis,noir,rose,oui,pendant,solitaire,chemins,comestible
anis,marron,noir,oui,pendant,disperse,herbes,comestible
anis,noir,rose,oui,pendant,solitaire,chemins,comestible
amande,noir,noir,oui,pendant,nombreux,herbes,comestible
amande,marron,marron,oui,pendant,nombreux,herbes,comestible
piquant,marron,rose,oui,pendant,plusieurs,herbes,toxique
piquant,marron,marron,oui,pendant,disperse,urbain,toxique
anis,noir,marron,oui,pendant,nombreux,herbes,comestible
aucun,noir,chocolat,non,evanescent,disperse,herbes,comestible
piquant,marron,noir,oui,pendant,plusieurs,herbes,toxique
anis,marron,blanc,oui,pendant,disperse,chemins,comestible
amande,noir,marron,oui,pendant,nombreux,prairies,comestible
amande,marron,blanc,oui,pendant,nombreux,herbes,comestible
piquant,marron,marron,oui,pendant,plusieurs,urbain,toxique
anis,noir,blanc,oui,pendant,nombreux,herbes,comestible
amande,marron,noir,oui,pendant,nombreux,herbes,comestible
